"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"1698","NCT03693898","1978","Eligible",NA,"NCT03693898","Irrelevant intervention type","ctgov","MR in Patients With Neuromuscular Diseases",NA,"Copenhagen University Hospital","Denmark","Yes","10.1007/s00415-020-09860-x",32363432,"https://doi.org/10.1007/s00415-020-09860-x","2020-05-03","Systematic Google search",2023-01-03,"Journal publication","No",NA,2018-10-01,2018-09-01,2019-05-01,"2019","2019-05-01","2019",368,368,NA,NA,-30,212,212,580,"Unknown status","Not Applicable",20,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Copenhagen University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Unknown status","No"
"1699","NCT03692351","1979","Eligible",NA,"NCT03692351","Irrelevant intervention type","ctgov","Osteolysis Development Over Time Around Uncemented Titanium Fiber Mesh Cups With or Without Screw Holes",NA,"Sahlgrenska University Hospital","Sweden","No",NA,NA,NA,NA,NA,2023-01-05,NA,"No",NA,2018-08-20,1994-06-15,2016-12-31,"2016","2016-12-31","2016",NA,NA,NA,NA,-8832,-597,-597,NA,"Completed","Not Applicable",95,"Yes",NA,"Industry or mixed","Yes","Yes","Open label","Not medicinal product","large","Sahlgrenska University Hospital","Actual","No","Yes","Industry or mixed","Not given","1-100",">60 days after trial start","Completed","Yes"
"1700","NCT03690128","1980","Eligible",NA,"NCT03690128","Irrelevant intervention type","ctgov","Individual Early Warning Score (I-EWS) - Does Clinical Assessment Improve Detection of Acute Deterioration in Hospitalized Patients - a Cluster-randomized Trial",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1016/S2589-7500(22)00067-X",35599143,"https://doi.org/10.1016/S2589-7500(22)00067-X","2022-05-19","Linked at the registration",2023-01-19,"Journal publication","No",NA,2018-09-26,2018-10-01,2019-10-31,"2019","2019-10-31","2019",931,931,NA,NA,5,400,400,1331,"Completed","Not Applicable",150000,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1701","NCT01991106","1981","Eligible",NA,"NCT01991106","Irrelevant intervention type","ctgov","A Multi-centre Randomized Controlled Trial Examining the Effects of High Intensity Interval Training on Cardio-metabolic Outcomes in Obese Children and Adolescents",NA,"Norwegian University of Science and Technology","Norway","Yes","10.1016/j.pcad.2018.01.012",29452134,"https://doi.org/10.1016/j.pcad.2018.01.012","2018-02-13","Linked at the registration",2023-01-05,"Journal publication","No",NA,2013-11-18,2013-11-30,2017-03-31,"2017","2017-03-31","2017",319,319,NA,NA,12,1229,1229,1548,"Completed","Not Applicable",100,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1702","NCT02699424","1982","Eligible",NA,"NCT02699424","Irrelevant intervention type","ctgov","Prospective Evaluation of 68-Ga-PSMA -PET and Early PSA Kinetics During Salvage Radiotherapy for Personalizing the Management of Men With Relapse of Prostate Cancer After Radical Prostatectomy",NA,"Skane University Hospital","Sweden","Yes","10.1016/j.ctro.2022.07.001",35873652,"https://doi.org/10.1016%2Fj.ctro.2022.07.001","2022-07-05","Linked at the registration",2022-12-07,"Journal publication","No",NA,2016-02-11,2016-03-31,2019-12-31,"2019","2019-12-31","2019",917,917,NA,NA,49,1419,1419,2336,"Completed","Not Applicable",100,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","small","Skane University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1703","NCT03686293","1983","Eligible",NA,"NCT03686293","Irrelevant intervention type","ctgov","A Personal Microbiome-dependent Glucose Response in Healthy Young Volunteers: a Meal Test Study",NA,"University of Copenhagen","Denmark","Yes","10.3389/fnut.2020.594850",33585532,"https://doi.org/10.3389/fnut.2020.594850","2021-01-14","Systematic Google search",2022-12-18,"Journal publication","No",NA,2018-09-24,2018-10-12,2018-12-11,"2018","2018-12-11","2018",765,765,NA,NA,18,78,78,843,"Completed","Not Applicable",31,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1704","NCT02698917","1984","Eligible",NA,"NCT02698917","Irrelevant intervention type","ctgov","Carbon Dioxide, Oxygen and Mean Arterial Pressure After Cardiac Arrest and Resuscitation - Targeting High vs. Low Normal Values",NA,"Helsinki University Hospital","Finland","Yes","10.1007/s00134-018-5453-9",30430209,"https://doi.org/10.1007/s00134-018-5453-9","2018-11-14","Linked at the registration",2023-01-09,"Journal publication","No",NA,2016-01-26,2016-03-22,2018-05-03,"2018","2017-11-03","2017",195,376,NA,NA,56,828,647,1023,"Completed","Not Applicable",123,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1705","NCT01992146","1985","Eligible","2015-000793-36","NCT01992146","Identified in publication","ctgov","Effect of High-dose Naloxone Infusion on Pain and Hyperalgesia in Patients Following Groin-Hernia Repair. A Randomized, Placebo-controlled, Double-blind Crossover Study",NA,"Copenhagen University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-18,NA,"No",NA,2013-11-07,2015-11-30,2016-12-31,"2016","2016-07-31","2016",NA,NA,NA,NA,753,1150,997,NA,"Unknown status","Phase 2",8,"No",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Copenhagen University Hospital","Anticipated","Yes","Yes","Only non-industry","II","1-100","Prospective registration","Unknown status","Yes"
"1706","NCT03679442","1988","Eligible",NA,"NCT03679442","None found","ctgov","Macrophage Activation, Assessed by Macrophage Markers Soluble CD163 and Soluble CD206, as Indication of Early Liver Cell Damage in Paracetamol Overdose",NA,"Aarhus University","Denmark","Yes","10.1080/00365521.2019.1608292",31067143,"https://www.tandfonline.com/doi/full/10.1080/00365521.2019.1608292","2019-05-01","Systematic Google search",2023-01-10,"Journal publication","No",NA,2018-09-17,2014-09-08,2017-02-18,"2017","2015-06-14","2015",802,1417,NA,NA,-1470,-576,-1191,226,"Completed","Phase 1",16,"Yes",NA,"Industry or mixed","No","No","Open label","Medicinal product","large","Aarhus University","Actual","No","Yes","Industry or mixed","I","1-100",">60 days after trial start","Completed","No"
"1707","NCT01992770","1989","Eligible",NA,"NCT01992770","Irrelevant intervention type","ctgov","STEP-UP - A Randomised Controlled Trial for the Study of a Stepped-care Model Including a Tailored Behavioural Medicine Pain Intervention in Primary Care",NA,"Uppsala University","Sweden","No",NA,NA,NA,NA,NA,2022-12-30,NA,"No",NA,2013-09-23,2013-09-30,2017-01-31,"2017","2015-12-31","2015",NA,NA,NA,NA,7,1226,829,NA,"Terminated","Not Applicable",40,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Uppsala University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Terminated","Yes"
"1708","NCT03678662","1990","Eligible",NA,"NCT03678662","Irrelevant intervention type","ctgov","The Influence of Expectations Induced by Information Prior to Exercise on the Change in Pain Perception After a 3 Min Wallsquat Exercise in Healthy Subjects: A Randomized Controlled Trial.",NA,"Odense University Hospital","Denmark","Yes","10.1249/mss.0000000000002396",32366799,"https://doi.org/10.1249/mss.0000000000002396","2020-11-01","Linked at the registration",2022-12-29,"Journal publication","No",NA,2018-09-12,2018-09-19,2018-11-22,"2018","2018-11-22","2018",710,710,NA,NA,7,71,71,781,"Completed","Not Applicable",83,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Odense University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1709","NCT02698332","1991","Eligible",NA,"NCT02698332","Irrelevant intervention type","ctgov","Effect of a Diagnostic Algorithm for Urinary Tract Infection on Appropriate Use of Antibiotics and Diagnostics in General Practice - a Cluster Randomized Trial",NA,"University of Copenhagen","Denmark","Yes","10.1080/13814788.2020.1853697",33356665,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7781897/","2020-12-01","Systematic Google search",2023-01-22,"Journal publication","No",NA,2016-02-23,2016-03-31,2016-06-30,"2016","2016-06-30","2016",1615,1615,NA,NA,37,128,128,1743,"Completed","Not Applicable",1550,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1710","NCT02698319","1992","Eligible",NA,"NCT02698319","Irrelevant intervention type","ctgov","The Copenhagen Triage Algorithm",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1371/journal.pone.0211769",30716123,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211769","2019-02-04","Linked at the registration",2023-01-11,"Journal publication","No",NA,2016-02-24,2015-04-30,2016-06-30,"2016","2016-04-30","2016",949,1010,NA,NA,-300,127,66,1076,"Completed","Not Applicable",50000,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","Yes"
"1711","NCT03472859","1993","Eligible",NA,"NCT03472859","Irrelevant intervention type","ctgov","Treatment of Dilated Blood Vessels on the Cheeks With a New Yellow Laser and a Traditional Green Laser",NA,"Tampere University Hospital","Finland","No",NA,NA,NA,NA,NA,2022-12-23,NA,"No",NA,2018-02-26,2017-10-01,2018-06-09,"2018","2018-06-09","2018",NA,NA,NA,NA,-148,103,103,NA,"Completed","Not Applicable",24,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","Tampere University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1712","NCT03675529","1994","Eligible",NA,"NCT03675529","Irrelevant intervention type","ctgov","The Effect of Exercise on Tumor Hypoxia in Men With Localized Prostate Cancer Undergoing Radical Prostatectomy - a Randomized Controlled Pilot Study",NA,"Copenhagen University Hospital","Denmark","Yes","10.14814/phy2.15408",36199257,"https://doi.org/10.14814/phy2.15408","2022-10-01","Linked at the registration",2023-01-12,"Journal publication","No",NA,2018-08-24,2018-10-01,2019-11-24,"2019","2019-11-24","2019",1042,1042,NA,NA,38,457,457,1499,"Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1713","NCT03472417","1995","Eligible",NA,"NCT03472417","Irrelevant intervention type","ctgov","Partial Rebreathing in the Treatment of Migraine With Aura",NA,"Aarhus University","Denmark","Yes","10.1177/0333102418797285",30134739,"https://doi.org/10.1177/0333102418797285","2018-08-22","Linked at the registration",2023-01-14,"Journal publication","No",NA,2017-05-02,2016-11-30,2017-09-30,"2017","2017-09-30","2017",326,326,NA,NA,-153,151,151,477,"Completed","Not Applicable",18,"No",NA,"Industry or mixed","Yes","Yes","Masking","Not medicinal product","large","Aarhus University","Actual","No","Yes","Industry or mixed","Not given","1-100",">60 days after trial start","Completed","Yes"
"1714","NCT03472391","1997","Eligible",NA,"NCT03472391","Irrelevant intervention type","ctgov","Physical Therapy for In-patients With Severe Anorexia Nervosa: A Randomized Feasibility Study",NA,"Odense University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-04,NA,"No",NA,2018-03-06,2017-10-01,2018-05-01,"2018","2018-05-01","2018",NA,NA,NA,NA,-156,56,56,NA,"Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Odense University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1715","NCT02698020","1998","Eligible",NA,"NCT02698020","Irrelevant intervention type","ctgov","Oxygen Delivery During General Anesthesia in Newborn Infants: An Open Randomized Controlled Trial of Two Levels of Inspired Oxygen.",NA,"Uppsala University","Sweden","Yes","10.1111/pan.14519",35791748,"https://doi.org/10.1111/pan.14519","2022-07-13","Systematic Google search",2023-01-03,"Journal publication","No",NA,2016-02-25,2015-11-30,2018-10-10,"2018","2018-07-30","2018",1372,1444,NA,NA,-87,958,886,2330,"Completed","Not Applicable",35,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Uppsala University","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1716","NCT03472248","1999","Eligible",NA,"NCT03472248","Irrelevant intervention type","ctgov","Smartphone Delivered Acceptance and Commitment Therapy for Adolescents With Longstanding Pain - a Pilot Study",NA,"Karolinska Institutet","Sweden","Yes","10.1093/jpepsy/jsaa060",32974656,"https://doi.org/10.1093/jpepsy/jsaa060","2020-10-01","Systematic Google search",2022-12-23,"Journal publication","No",NA,2018-03-14,2018-03-23,2019-09-19,"2019","2019-09-19","2019",378,378,NA,NA,9,554,554,932,"Completed","Not Applicable",28,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1717","NCT03671642","2000","Eligible",NA,"NCT03671642","Irrelevant intervention type","ctgov","Perioperative Perfusion Measurement - a Feasibility and Usability Study",NA,"Copenhagen University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-17,NA,"No",NA,2018-08-08,2018-08-08,2019-03-11,"2019","2019-03-11","2019",NA,NA,NA,NA,0,215,215,NA,"Completed","Not Applicable",10,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","No"
"1718","NCT02697682","2001","Eligible",NA,"NCT02697682","None found","ctgov","Treatment of Osteoarthritis With the Stromal Vascular Fraction of Abdominal Adipose Tissue - a Pilot Study",NA,"Hvidovre and Amager Hospital","Denmark","Yes",NA,31571571,"https://pubmed.ncbi.nlm.nih.gov/31571571/","2019-10-01","Linked at the registration",2022-12-23,"Journal publication","No",NA,2016-02-28,2016-03-31,2017-06-30,"2017","2017-06-30","2017",823,823,NA,NA,32,488,488,1311,"Completed","Not Applicable",20,"No",NA,"Only non-industry","No","No","Open label","Medicinal product","large","Hvidovre and Amager Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1719","NCT03472105","2002","Eligible",NA,"NCT03472105","Irrelevant intervention type","ctgov","Short-term Effect of a New Nordic Renal Diet on Phosphorus Homeostasis in CKD Stage 3-4",NA,"University of Copenhagen","Denmark","Yes","10.1093/ndt/gfy366",30590827,"https://doi.org/10.1093/ndt/gfy366","2019-10-01","Systematic Google search",2023-01-09,"Journal publication","No",NA,2018-03-13,2017-02-01,2017-11-06,"2017","2017-11-06","2017",694,694,NA,NA,-405,-127,-127,567,"Completed","Not Applicable",18,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
